X,date,month,month2,year,dmy,type,c_name,sc_name,Family,red_list,sex,clasper_stage,TL,gravid_F
5272,30,11,Nov,2021,30-11-2021,S,Grey Reef Shark,Carcharhinus amblyrhynchos,Carcharhinidae,EN,M,1,95.45951507,
10009,2,4,Apr,2022,02-04-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,161.3813004,
17652,2,12,Dec,2022,02-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,115.5212327,
18641,22,12,Dec,2022,22-12-2022,S,Pelagic Thresher,Alopias pelagicus,Alopiidae,EN,F,NA,204.3882923,
192,25,1,Jan,2021,25-01-2021,R,Pink Whipray,Pateobatis fai,Dasyatidae,VU,M,3,115.9037222,
2732,17,8,Aug,2021,17-08-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,113.7926628,
196,25,1,Jan,2021,25-01-2021,R,Pink Whipray,Pateobatis fai,Dasyatidae,VU,F,NA,160.8448659,
15603,10,10,Oct,2022,10-10-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,257.8456248,
17887,15,12,Dec,2022,15-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,132.1330179,
5164,24,11,Nov,2021,24-11-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,142.6376635,
16180,26,10,Oct,2022,26-10-2022,S,Longfin Mako,Isurus paucus,Lamnidae,EN,F,NA,164.6531437,
11345,13,5,May,2022,13-05-2022,S,Arabian Smoothhound,Mustelus mosis,Triakidae,NT,F,NA,146.5638423,
10918,8,4,Apr,2022,08-04-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,217.2041071,
4312,20,9,Sep,2021,20-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,126.1032606,
2833,18,8,Aug,2021,18-08-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,117.0575596,
5554,6,12,Dec,2021,06-12-2021,R,Oceanic Manta Ray,Mobula birostris,Mobulidae,EN,F,NA,249.6184359,
132,23,1,Jan,2021,23-01-2021,R,Pink Whipray,Pateobatis fai,Dasyatidae,VU,M,3,140.1391313,
15640,10,10,Oct,2022,10-10-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,110.4438243,
17112,21,11,Nov,2022,21-11-2022,S,Blue Shark,Prionace glauca,Carcharhinidae,NT,M,3,278.4089896,
16572,11,11,Nov,2022,11-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,174.0950146,
17760,5,12,Dec,2022,05-12-2022,R,Oceanic Manta Ray,Mobula birostris,Mobulidae,EN,M,2,384.3645384,
8719,4,3,Mar,2022,04-03-2022,R,Blotched Fantail Ray,Taeniurops meyeni,Dasyatidae,VU,F,NA,112.4757849,
12056,2,11,Nov,2022,02-11-2022,S,Silvertip Shark,Carcharhinus albimarginatus,Carcharhinidae,VU,F,NA,125.613034,
16565,10,11,Nov,2022,10-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,185.7226901,
8766,4,3,Mar,2022,04-03-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,3,284.7688295,
310,28,1,Jan,2021,28-01-2021,S,Zebra Shark,Stegostoma tigrinum,Stegostomatidae,EN,F,NA,217.675722,
18169,19,12,Dec,2022,19-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,138.1936722,
11568,17,5,May,2022,17-05-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,2,265.5162003,
10751,7,4,Apr,2022,07-04-2022,S,Bignose Shark,Carcharhinus altimus,Carcharhinidae,NT,M,3,226.2539195,
2938,19,8,Aug,2021,19-08-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,137.2646997,
4401,24,8,Aug,2021,24-08-2021,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,M,1,91.02360641,
439,2,2,Feb,2021,02-02-2021,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,249.979036,
14811,2,9,Sep,2022,02-09-2022,S,Pelagic Thresher,Alopias pelagicus,Alopiidae,EN,F,NA,220.8349537,
1919,12,3,Mar,2021,12-03-2021,S,Blue Shark,Prionace glauca,Carcharhinidae,NT,F,NA,271.104513,
11628,25,5,May,2022,25-05-2022,S,Grey Reef Shark,Carcharhinus amblyrhynchos,Carcharhinidae,EN,F,NA,168.1284737,
17416,30,11,Nov,2022,30-11-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,247.1496483,
19245,24,1,Jan,2023,24-01-2023,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,290.559042,
9427,17,3,Mar,2022,17-03-2022,S,Longfin Mako,Isurus paucus,Lamnidae,EN,F,NA,190.1110077,
6207,17,12,Dec,2021,17-12-2021,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,M,1,140.5790334,
19364,25,1,Jan,2023,25-01-2023,R,Bowmouth Guitarfish,Rhina ancylostoma,Rhinidae,CR,F,NA,181.5342308,
17110,21,11,Nov,2022,21-11-2022,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,316.0179521,
18413,21,12,Dec,2022,21-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,236.6368257,
7171,2,2,Feb,2022,02-02-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,220.6934365,
2369,23,3,Mar,2021,23-03-2021,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,199.3949479,
20086,1,2,Feb,2023,01-02-2023,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,249.0183238,
19776,7,2,Feb,2023,07-02-2023,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,212.3082113,
13229,30,11,Nov,2022,30-11-2022,R,Oceanic Manta Ray,Mobula birostris,Mobulidae,EN,F,NA,347.0839949,
7896,14,2,Feb,2022,14-02-2022,R,Sicklefin Devil Ray,Mobula tarapacana,Mobulidae,EN,F,NA,343.4282611,
2213,19,3,Mar,2021,19-03-2021,S,Shortfin Mako,Isurus oxyrinchus,Lamnidae,EN,M,3,235.7740066,
17077,18,11,Nov,2022,18-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,123.2261678,
1316,25,2,Feb,2021,25-02-2021,S,Tiger Shark,Galeocerdo cuvier,Galeocerdonidae,NT,F,NA,282.6774734,
11159,13,4,Apr,2022,13-04-2022,S,Tiger Shark,Galeocerdo cuvier,Galeocerdonidae,NT,F,NA,261.1534847,
19950,8,2,Feb,2023,08-02-2023,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,256.122864,
8930,8,3,Mar,2022,08-03-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,1,153.4998957,
11062,11,4,Apr,2022,11-04-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,145.8953553,
3328,6,9,Sep,2021,06-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,122.5562802,
5201,25,11,Nov,2021,25-11-2021,S,Pelagic Thresher,Alopias pelagicus,Alopiidae,EN,M,3,267.0243588,
859,11,2,Feb,2021,11-02-2021,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,3,266.2781015,
7901,14,2,Feb,2022,14-02-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,99.54074976,
19893,7,2,Feb,2023,07-02-2023,S,Spottail Shark,Carcharhinus sorrah,Carcharhinidae,NT,F,NA,197.8739426,Yes
8045,15,2,Feb,2022,15-02-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,145.3415021,
12990,22,11,Nov,2022,22-11-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,185.1501073,
7394,9,2,Feb,2022,09-02-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,51.69906799,
4728,28,9,Sep,2021,28-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,112.6807305,
13934,19,12,Dec,2022,19-12-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,170.0004723,
1529,1,3,Mar,2021,01-03-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,208.4514501,
9050,11,3,Mar,2022,11-03-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,3,264.3871242,
14721,26,8,Aug,2022,26-08-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,163.6500728,
4822,3,11,Nov,2021,03-11-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,148.5861796,
17499,30,11,Nov,2022,30-11-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,249.5504073,
18588,22,12,Dec,2022,22-12-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,256.3228088,
18282,21,12,Dec,2022,21-12-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,250.5118999,
9738,22,3,Mar,2022,22-03-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,203.6993108,
17582,1,12,Dec,2022,01-12-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,1,205.307767,
16666,14,11,Nov,2022,14-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,94.46052918,
9729,22,3,Mar,2022,22-03-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,140.2684463,
1351,25,2,Feb,2021,25-02-2021,R,Blotched Fantail Ray,Taeniurops meyeni,Dasyatidae,VU,F,NA,108.6589485,
19720,6,2,Feb,2023,06-02-2023,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,268.895043,
5795,9,12,Dec,2021,09-12-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,140.7750504,
12525,15,11,Nov,2022,15-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,163.7700316,
4793,3,11,Nov,2021,03-11-2021,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,220.3860607,
19442,3,2,Feb,2023,03-02-2023,R,Sicklefin Devil Ray,Mobula tarapacana,Mobulidae,EN,M,3,353.8248913,
2273,19,3,Mar,2021,19-03-2021,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,153.2476867,
111,22,1,Jan,2021,22-01-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,106.948455,
19278,24,1,Jan,2023,24-01-2023,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,180.9678406,
7758,11,2,Feb,2022,11-02-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,156.197608,
8249,23,2,Feb,2022,23-02-2022,R,Oceanic Manta Ray,Mobula birostris,Mobulidae,EN,M,1,278.8259234,
10602,7,4,Apr,2022,07-04-2022,S,Grey Reef Shark,Carcharhinus amblyrhynchos,Carcharhinidae,EN,M,2,167.617371,
16502,9,11,Nov,2022,09-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,178.3703176,
15760,17,10,Oct,2022,17-10-2022,S,Grey Reef Shark,Carcharhinus amblyrhynchos,Carcharhinidae,EN,F,NA,165.5515972,
8081,16,2,Feb,2022,16-02-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,165.7281228,
4174,17,9,Sep,2021,17-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,141.2641235,
12703,17,11,Nov,2022,17-11-2022,S,Pelagic Thresher,Alopias pelagicus,Alopiidae,EN,F,NA,269.5607913,
16726,15,11,Nov,2022,15-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,3,242.4766216,
3883,9,9,Sep,2021,09-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,126.0818147,
1937,12,3,Mar,2021,12-03-2021,R,Oceanic Manta Ray,Mobula birostris,Mobulidae,EN,F,NA,281.8590775,
11110,11,4,Apr,2022,11-04-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,266.0145628,
10271,4,4,Apr,2022,04-04-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,196.8697011,
1121,18,2,Feb,2021,18-02-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,168.0595888,
9041,8,3,Mar,2022,08-03-2022,S,Grey Reef Shark,Carcharhinus amblyrhynchos,Carcharhinidae,EN,F,NA,120.7691976,
16346,9,11,Nov,2022,09-11-2022,S,Pelagic Thresher,Alopias pelagicus,Alopiidae,EN,M,3,308.4061909,
13962,19,12,Dec,2022,19-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,119.5415938,
15394,29,9,Sep,2022,29-09-2022,S,Pelagic Thresher,Alopias pelagicus,Alopiidae,EN,M,1,175.333597,
10045,2,4,Apr,2022,02-04-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,187.2576778,
16220,26,10,Oct,2022,26-10-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,141.9760342,
7443,9,2,Feb,2022,09-02-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,122.0937446,
15158,21,9,Sep,2022,21-09-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,1,245.1600403,
16094,21,10,Oct,2022,21-10-2022,S,Blue Shark,Prionace glauca,Carcharhinidae,NT,M,3,249.8127795,
14024,21,12,Dec,2022,21-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,199.2047278,
13793,16,12,Dec,2022,16-12-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,2,210.4547466,
3457,6,9,Sep,2021,06-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,105.9051208,
2725,17,8,Aug,2021,17-08-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,130.0846568,
17821,13,12,Dec,2022,13-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,158.8855579,
441,2,2,Feb,2021,02-02-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,205.4663133,
6682,6,1,Jan,2022,06-01-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,1,146.285344,
17161,22,11,Nov,2022,22-11-2022,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,295.1983012,
14266,21,12,Dec,2022,21-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,277.842811,
925,16,2,Feb,2021,16-02-2021,R,Pink Whipray,Pateobatis fai,Dasyatidae,VU,M,3,134.3365245,
305,28,1,Jan,2021,28-01-2021,R,Pink Whipray,Pateobatis fai,Dasyatidae,VU,F,NA,118.4417079,
11544,17,5,May,2022,17-05-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,197.5731387,
16927,17,11,Nov,2022,17-11-2022,R,Oman Cownose Ray,Rhinoptera jayakari,Rhinopteridae,EN,M,3,109.7758817,
18729,4,1,Jan,2023,04-01-2023,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,106.8185718,
1717,10,3,Mar,2021,10-03-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,154.9119134,
13762,15,12,Dec,2022,15-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,188.6804239,
10900,8,4,Apr,2022,08-04-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,2,221.6658707,
19841,7,2,Feb,2023,07-02-2023,S,Spottail Shark,Carcharhinus sorrah,Carcharhinidae,NT,F,NA,217.8936296,
11027,11,4,Apr,2022,11-04-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,211.0935929,
1817,10,3,Mar,2021,10-03-2021,S,Bigeye Thresher,Alopias superciliosus,Alopiidae,VU,M,2,218.5519175,
7311,4,2,Feb,2022,04-02-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,156.1350904,
3270,6,9,Sep,2021,06-09-2021,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,172.9122478,
11826,6,6,Jun,2022,06-06-2022,S,Tiger Shark,Galeocerdo cuvier,Galeocerdonidae,NT,F,NA,265.303177,
5091,23,11,Nov,2021,23-11-2021,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,2,257.5031093,
17182,22,11,Nov,2022,22-11-2022,R,Oceanic Manta Ray,Mobula birostris,Mobulidae,EN,F,NA,346.3339963,
17461,29,11,Nov,2022,29-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,108.0071378,
18786,4,1,Jan,2023,04-01-2023,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,266.740678,
1339,25,2,Feb,2021,25-02-2021,S,Zebra Shark,Stegostoma tigrinum,Stegostomatidae,EN,F,NA,153.6720176,
9551,17,3,Mar,2022,17-03-2022,S,Silvertip Shark,Carcharhinus albimarginatus,Carcharhinidae,VU,M,1,99.03015695,
11939,30,5,May,2022,30-05-2022,S,Blacktip Shark,Carcharhinus limbatus,Carcharhinidae,VU,F,NA,240.3843975,
10478,7,4,Apr,2022,07-04-2022,S,Spinner Shark,Carcharhinus brevipinna,Carcharhinidae,VU,F,NA,286.6701809,
2410,24,3,Mar,2021,24-03-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,200.5385776,
3957,10,9,Sep,2021,10-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,195.2838521,
7016,1,2,Feb,2022,01-02-2022,S,Blacktip Shark,Carcharhinus limbatus,Carcharhinidae,VU,F,NA,198.1700676,
5494,4,12,Dec,2021,04-12-2021,S,Shortfin Mako,Isurus oxyrinchus,Lamnidae,EN,F,NA,220.1056624,
17908,15,12,Dec,2022,15-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,231.3380745,
10933,8,4,Apr,2022,08-04-2022,S,Tiger Shark,Galeocerdo cuvier,Galeocerdonidae,NT,F,NA,261.2413771,
5852,13,12,Dec,2021,13-12-2021,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,3,243.3713896,
8569,1,3,Mar,2022,01-03-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,243.5445645,
12580,16,11,Nov,2022,16-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,137.5710652,
6940,13,1,Jan,2022,13-01-2022,S,Longfin Mako,Isurus paucus,Lamnidae,EN,F,NA,171.1224415,
14560,23,8,Aug,2022,23-08-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,197.5750603,
8653,2,3,Mar,2022,02-03-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,166.9324162,
2818,18,8,Aug,2021,18-08-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,135.5619406,
19531,3,2,Feb,2023,03-02-2023,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,205.3941735,
14455,8,8,Aug,2022,08-08-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,1,248.0877226,
18288,21,12,Dec,2022,21-12-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,290.3329164,
12685,17,11,Nov,2022,17-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,139.6174878,
2651,26,3,Mar,2021,26-03-2021,S,Grey Reef Shark,Carcharhinus amblyrhynchos,Carcharhinidae,EN,F,NA,161.9593361,
11615,25,5,May,2022,25-05-2022,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,M,2,182.4346356,
13787,16,12,Dec,2022,16-12-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,1,211.095636,
11921,26,5,May,2022,26-05-2022,S,Tawny Nurse Shark,Nebrius ferrugineus,Ginglymostomatidae,VU,F,NA,158.2183458,
3594,7,9,Sep,2021,07-09-2021,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,3,257.545117,
14170,21,12,Dec,2022,21-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,210.3306684,
16402,9,11,Nov,2022,09-11-2022,R,Oman Cownose Ray,Rhinoptera jayakari,Rhinopteridae,EN,F,NA,102.5922184,
13868,16,12,Dec,2022,16-12-2022,S,Blue Shark,Prionace glauca,Carcharhinidae,NT,M,3,291.8246063,
12895,18,11,Nov,2022,18-11-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,265.9113524,
17685,2,12,Dec,2022,02-12-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,3,272.9109488,
15520,3,10,Oct,2022,03-10-2022,S,Tawny Nurse Shark,Nebrius ferrugineus,Ginglymostomatidae,VU,F,NA,191.6821758,
2533,25,3,Mar,2021,25-03-2021,R,Blotched Fantail Ray,Taeniurops meyeni,Dasyatidae,VU,F,NA,122.3382362,
14874,7,9,Sep,2022,07-09-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,1,215.7239052,
11901,9,6,Jun,2022,09-06-2022,S,Bignose Shark,Carcharhinus altimus,Carcharhinidae,NT,M,3,237.2977706,
15259,27,9,Sep,2022,27-09-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,193.3530584,
3267,6,9,Sep,2021,06-09-2021,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,191.1064317,
11710,3,6,Jun,2022,03-06-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,262.5932209,
8862,7,3,Mar,2022,07-03-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,134.2023323,
13966,19,12,Dec,2022,19-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,113.9607903,
15696,11,10,Oct,2022,11-10-2022,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,M,3,278.3448204,
5422,3,12,Dec,2021,03-12-2021,S,Longfin Mako,Isurus paucus,Lamnidae,EN,F,NA,202.5439186,
19897,7,2,Feb,2023,07-02-2023,R,Pink Whipray,Pateobatis fai,Dasyatidae,VU,M,3,152.7097964,
964,16,2,Feb,2021,16-02-2021,S,Zebra Shark,Stegostoma tigrinum,Stegostomatidae,EN,M,3,193.7407673,
11655,1,6,Jun,2022,01-06-2022,S,Blue Shark,Prionace glauca,Carcharhinidae,NT,M,3,272.3575227,
5083,23,11,Nov,2021,23-11-2021,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,3,240.7163982,
6174,17,12,Dec,2021,17-12-2021,S,Tawny Nurse Shark,Nebrius ferrugineus,Ginglymostomatidae,VU,M,1,158.1148632,
8259,24,2,Feb,2022,24-02-2022,S,Zebra Shark,Stegostoma tigrinum,Stegostomatidae,EN,M,1,175.5412042,
19651,6,2,Feb,2023,06-02-2023,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,139.4606021,
13201,30,11,Nov,2022,30-11-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,278.4658362,
19359,25,1,Jan,2023,25-01-2023,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,127.0253871,
14081,21,12,Dec,2022,21-12-2022,R,Sicklefin Devil Ray,Mobula tarapacana,Mobulidae,EN,F,NA,239.709737,
19865,7,2,Feb,2023,07-02-2023,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,157.5127806,
16665,14,11,Nov,2022,14-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,95.91030359,
4305,20,9,Sep,2021,20-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,114.406491,
6585,5,1,Jan,2022,05-01-2022,R,Sicklefin Devil Ray,Mobula tarapacana,Mobulidae,EN,F,NA,259.4425069,
19804,7,2,Feb,2023,07-02-2023,S,Blacktip Shark,Carcharhinus limbatus,Carcharhinidae,VU,F,NA,182.6173692,
2949,19,8,Aug,2021,19-08-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,95.88597696,
17970,15,12,Dec,2022,15-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,201.029425,
16105,26,10,Oct,2022,26-10-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,196.1912388,
20001,14,2,Feb,2023,14-02-2023,S,Longfin Mako,Isurus paucus,Lamnidae,EN,F,NA,216.7837782,
12495,15,11,Nov,2022,15-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,176.2429004,
2539,25,3,Mar,2021,25-03-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,198.2808237,
2540,25,3,Mar,2021,25-03-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,158.260114,
11419,18,5,May,2022,18-05-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,166.4019043,
6272,20,12,Dec,2021,20-12-2021,S,Tiger Shark,Galeocerdo cuvier,Galeocerdonidae,NT,M,3,286.2977813,
4462,24,8,Aug,2021,24-08-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,120.4024998,
646,8,2,Feb,2021,08-02-2021,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,2,173.5908239,
10273,4,4,Apr,2022,04-04-2022,R,Pink Whipray,Pateobatis fai,Dasyatidae,VU,F,NA,134.6388724,
11092,11,4,Apr,2022,11-04-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,3,267.019615,
7053,1,2,Feb,2022,01-02-2022,S,Blacktip Shark,Carcharhinus limbatus,Carcharhinidae,VU,M,3,219.3527627,
5154,24,11,Nov,2021,24-11-2021,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,1,159.0887679,
16414,9,11,Nov,2022,09-11-2022,S,Blue Shark,Prionace glauca,Carcharhinidae,NT,F,NA,274.3986043,
1134,19,2,Feb,2021,19-02-2021,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,214.2898974,
3186,3,9,Sep,2021,03-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,123.9405509,
16548,9,11,Nov,2022,09-11-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,117.7747611,
